rank,queue_bucket,partition_class,y_after_002,y_terminal,post_y_len,cisi,id,site,type,symbol,material,condition,dir,idx_002,prev2_before_002,prev1_before_002,next1_after_y,next2_after_y,text,source_grade,source_grade_label,source_hint_count,best_source_rank,best_source_file,best_status_text,best_source_url,best_local_image,best_sha256,best_note,source_files,queue_reason
444,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1726,2276.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,4,495,240,<END>,<END>,+740-615-495-240-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
445,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1750,2450.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Fair,R/L,2,390,004,<END>,<END>,+390-004-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
446,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1753,2256.1,Mohenjo-daro,SEAL:S,Bull1:L,Steatite,Good,R/L,4,519,240,<END>,<END>,+740-760-519-240-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
447,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1833,2509.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Fair,R/L,2,390,015,<END>,<END>,+390-015-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
448,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1899,2350.1,Mohenjo-daro,SEAL:S,Zebu,Steatite,Good,R/L,2,924,132,<END>,<END>,+924-132-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
449,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-199,2724.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Fair,R/L,5,415,240,<END>,<END>,+090-740-100-415-240-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
450,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-1990,2277.1,Mohenjo-daro,SEAL,None,Steatite,Poor,L/R,5,240,220,<END>,<END>,+740-760-440-240-220-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
451,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,3,M-20,2548.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,2,390,005,036,460,+390-005-002-861-036-460-513+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
452,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,M-2089,2318.1,Mohenjo-daro,ROD,None,Ivory,Poor,L/R,0,<START>,<START>,096,<END>,+002-861-096+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
453,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-28,2556.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,6,840,416,<END>,<END>,+892-374-740-760-840-416-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
454,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-285,2806.1,Mohenjo-daro,SEAL:S,Elep,Steatite,Fine,R/L,3,350,240,<END>,<END>,+504-350-240-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
455,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-316,2834.1,Mohenjo-daro,SEAL:S,None,Steatite,Poor,L/R,3,390,710,<END>,<END>,+367-390-710-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
456,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-327,2845.1,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Good,R/L,2,740,519,<END>,<END>,+740-519-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
457,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,M-329,2847.1,Mohenjo-daro,SEAL:S,None,Steatite,Fair,R/L,0,<START>,<START>,698,<END>,+002-861-698+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
458,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-47,2575.1,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Poor,R/L,3,760,235,<END>,<END>,+740-760-235-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
459,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-629,3080.1,Mohenjo-daro,SEAL:S,Bull1:W,NA,Fine,R/L,5,240,798,<END>,<END>,+679-740-176-240-798-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
460,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-653,3096.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Poor,R/L,3,740,235,<END>,<END>,+679-740-235-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
461,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-7,2536.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Good,R/L,7,923,240,<END>,<END>,+407-845-140-740-101-923-240-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
462,background_context,leaky_861_descriptive_not_posthoc_pole,861,false,1,M-706,3133.1,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Poor,R/L,3,773,240,031,<END>,+740-773-240-002-861-031+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
463,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-717,3142.1,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Good,R/L,3,142,061,<END>,<END>,+740-142-061-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
464,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-72,2600.1,Mohenjo-daro,SEAL:S,Bull1:V,Steatite,Poor,R/L,5,140,003,<END>,<END>,+740-255-705-140-003-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
465,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-724,3148.1,Mohenjo-daro,SEAL:S,Bull1:J,NA,Good,R/L,3,721,790,<END>,<END>,+390-721-790-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
466,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-781,3195.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Fair,R/L,3,033,706,<END>,<END>,+520-033-706-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
467,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-783,3197.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Good,R/L,2,151,061,<END>,<END>,+151-061-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
468,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-785,3199.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Poor,R/L,3,255,705,<END>,<END>,+740-255-705-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
469,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-793,3207.1,Mohenjo-daro,SEAL:S,Bull1:W,NA,Poor,R/L,5,240,798,<END>,<END>,+740-388-235-240-798-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
470,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-794,3208.1,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Good,R/L,2,804,231,<END>,<END>,+804-231-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
471,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-813,3226.1,Mohenjo-daro,SEAL:S,Bull1:S,NA,Good,R/L,3,390,590,<END>,<END>,+161-390-590-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
472,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-815,3228.1,Mohenjo-daro,SEAL:S,Bull1:W,Faience,Good,R/L,4,233,798,<END>,<END>,+520-070-233-798-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
473,background_context,leaky_861_descriptive_not_posthoc_pole,861,true,0,M-834,3246.1,Mohenjo-daro,SEAL:S,Bull1:J,Faience,Good,R/L,4,590,900,<END>,<END>,+151-390-590-900-002-861+,1,source_hint_only,2,0,effective_unicity_directionality_source_queue_source_index.csv,,,,,,effective_unicity_directionality_source_queue_source_index.csv;source_box_negative_control_candidates.csv,"861 is closure-heavy but not part of the strict post-hoc pole; keep it as a leaky-background stressor, not as closure-pole support."
