edge,text_families,terminal_families,terminal_share,sites,types,examples
472-240,1,0,0,1,1,+740-100-806-472-240-806-001-820+
474-013,1,0,0,1,1,+154-806-474-013-820+
480-003,1,0,0,1,1,+480-003-031+
480-090,1,0,0,1,1,+215-001-480-090-820+
480-140,1,0,0,1,1,+215-031-480-140-632-705-002-093-033+
480-165,1,0,0,1,1,+031-480-165-900+
480-306,1,0,0,1,1,+215-001-480-306-813-033-060-413-346-706+
480-368,1,0,0,1,1,+390-003-480-368-861+
481-740,1,0,0,1,1,+481-740-255-360+
482-001,1,0,0,1,1,+621/740-482-001-550+
482-002,1,0,0,1,1,+740-482-002-820+
482-484,1,0,0,1,1,+740-900-482-484-900+
482-803,1,0,0,1,1,+740-482-803-745-450-575+
483-233,1,0,0,1,1,+740-483-233-235-055+
483-803,1,0,0,1,1,+740-483-803-626-061+
484-002,1,0,0,1,1,+151-337-484-002-390-125-632-032-900-563+
484-031,1,0,0,1,1,+740-337-484-031-060-891+
484-140,1,0,0,1,1,+484-140-002-220-627-615-906-388+
484-380,1,0,0,1,1,+899-484-380-899+
484-741,1,0,0,1,1,+740-337-484-741-060-920+
484-920,1,0,0,1,1,+400-456-503-337-484-920-140+
491-002,1,0,0,1,1,+740-100-692-491-002-817+
491-742,1,0,0,1,1,+226-491-742-705-575+
492-015,1,0,0,1,1,+004-492-015/600-251-073+
494-615,1,0,0,1,1,+494-615-179-100-001-033-426+
495-235,1,0,0,1,1,+740-017-495-235-741-066+
495-368,1,0,0,1,1,+861-495-368-836-741+
495-520,1,0,0,1,1,+892-070-590-495-520-231-368-861+
500-060,1,0,0,1,1,+812-500-060-920+
500-520,1,0,0,1,1,+220-500-520-002-862-032+
501-706,1,0,0,1,1,+368-501-706/821-001-480-850-595-391+
503-031,1,0,0,1,1,+740-460-503-031-002-900-615+
503-233,1,0,0,1,1,+503-233-240+
503-235,1,0,0,1,1,+740-503-235-233-002-817+
503-236,1,0,0,1,1,+740-752-006-503-236-806-002-031-502+
503-337,1,0,0,1,1,+400-456-503-337-484-920-140+
503-368,1,0,0,1,1,+740-760-017-503-368-817+
503-626,1,0,0,1,1,+740-007-503-626-484+
503-740,1,0,0,1,1,+390-503-740-168-002-817+
504-235,1,0,0,1,1,+740-031-504-235-060-920+
504-632,1,0,0,1,1,+031-504-632-032+
506-002,1,0,0,1,1,+506-002-817+
510-220,1,0,0,1,1,+740-460-510-220-065-393+
510-235,1,0,0,1,1,+740-460-510-235-220-032-002-861+
510-250,1,0,0,1,1,+740-460-510-250-853+
510-741,1,0,0,1,1,+450-617-033/740-463-510-741-252-791+
511-060,1,0,0,1,1,+740-269-511-060-690+
511-233,1,0,0,1,1,+740-269-511-233-060-820+
511-630,1,0,0,1,1,+511-630-336-827+
513-390,1,0,0,1,1,+463-513/390-017-002-463-575+
515-740,1,0,0,1,1,+515-740-220-003-900+
518-001,1,0,0,1,1,+400-892-081-518-001-031-250+
518-090,1,0,0,1,1,+690-518/090-740-176-742-060-920+
518-220,1,0,0,1,1,+156-176-518-220-416-002-615+
519-240,1,0,0,1,1,+740-760-519-240-002-861+
520-002,1,0,0,1,1,+220-500-520-002-862-032+
520-090,1,0,0,1,1,+520-090-803-564-741-798-892+
520-219,1,0,0,1,1,+520-219-002-817+
520-315,1,0,0,1,1,+520-315-002-861-626+
520-463,1,0,0,1,1,+520-463-510+
520-552,1,0,0,1,1,+520-552-060-692+
520-742,1,0,0,1,1,+520-742-861+
520-920,1,0,0,1,1,+520-920-320-220-415+
521-002,1,0,0,1,1,+064-031-400-521-002-820+
521-090,1,0,0,1,1,+817-521-521/090-740-221-002-031-500+
521-368,1,0,0,1,1,+521-368-280-192-440+
521-521,1,0,0,1,1,+817-521-521/090-740-221-002-031-500+
527-475,1,0,0,1,1,+391-002-527-475-005+
527-740,1,0,0,1,1,+527-740-914+
530-323,1,0,0,1,1,+748-530-323-316+
530-740,1,0,0,1,1,+032-031/850-032-530-740-741-456+
531-002,1,0,0,1,1,+621-390-531-002-820+
534-550,1,0,0,1,1,+090-740-220-742-534-550-090+
535-099,1,0,0,1,1,+842-535-099-004/740-482-060-692-520-220-235-001-920+
540-204,1,0,0,1,1,+740-540-204-255+
544-353,1,0,0,1,1,+740-544/353-741-455-920+
550-060,1,0,0,1,1,+526-550-060-820+
550-061,1,0,0,1,1,+740-617-550-061-435-093-740-100-415+
550-105,1,0,0,1,1,+550-105-104+
550-452,1,0,0,1,1,+390-550-452-060-690+
550-611,1,0,0,1,1,+740-877-032-235-060-550-611-840+
550-741,1,0,0,1,1,+527-550-741-060-920+
550-798,1,0,0,1,1,+527-550-798-220+
550-803,1,0,0,1,1,+527-550-803-002-368-518+
552-002,1,0,0,1,1,+740-760-840-552-002-817+
552-060,1,0,0,1,1,+520-552-060-692+
554-001,1,0,0,1,1,+527-554-001-297-190+
554-220,1,0,0,1,1,+740-554-220-415-798-060-692+
554-298,1,0,0,1,1,+527-554-298-368-634+
555-002,1,0,0,1,1,+527-555-002-817+
555-033,1,0,0,1,1,+527-555-033-706-235-002-817+
555-055,1,0,0,1,1,+527-555-055-233-235-741-831-518+
555-060,1,0,0,1,1,+526-555-060-550+
555-240,1,0,0,1,1,+527-555-240-002-617-070+
555-740,1,0,0,1,1,+527-555-740-055-240-415-798-060-201+
556-060,1,0,0,1,1,+556-060-550+
560-233,1,0,0,1,1,+740-560-233-002-291-690-564+
561-092,1,0,0,1,1,+561-092-625-900+
564-060,1,0,0,1,1,+740-564-060-820+
564-617,1,0,0,1,1,+298-465-033-705-231-002-564-617-033+
564-741,1,0,0,1,1,+520-090-803-564-741-798-892+
565-031,1,0,0,1,1,+565-031-416-140-220-001+
565-233,1,0,0,1,1,+740-565-233-002-940-260+
565-741,1,0,0,1,1,+565-741-263+
575-001,1,0,0,1,1,+679-740-220-032-806-001-595-575-001-095+
575-703,1,0,0,1,1,+090-740-240-575-703-060+
575-704,1,0,0,1,1,+595-575-704-140+
575-705,1,0,0,1,1,+575-705-056-031+
575-892,1,0,0,1,1,+384-575/892-706-717-002-861+
575-920,1,0,0,1,1,+590-705-575-920-140+
585-033,1,0,0,1,1,+407-585-033-705-233-235-806+
585-220,1,0,0,1,1,+740-585-220/002-130-035-171+
585-240,1,0,0,1,1,+740-585-240-220-032-002-817+
585-741,1,0,0,1,1,+858/740-100-585-741-840-346+
585-798,1,0,0,1,1,+740-585-798-002-861-216+
585-838,1,0,0,1,1,+400-740-585-838-240+
585-900,1,0,0,1,1,+740-585-900-014-820+
590-001,1,0,0,1,1,+740-390-590-001/060-820+
590-070,1,0,0,1,1,+740-390-590-070-032-002-861+
590-142,1,0,0,1,1,+455-590-142-220+
590-165,1,0,0,1,1,+590-165-032-840+
590-495,1,0,0,1,1,+892-070-590-495-520-231-368-861+
590-520,1,0,0,1,1,+861-292-590-520-515-503+
590-615,1,0,0,1,1,+590-615-140/232-240-001-060-920+
590-645,1,0,0,1,1,+090-740-240-235-590-645-104+
590-690,1,0,0,1,1,+740-407-590-690-436-255-920-318-220-415-803+
590-706,1,0,0,1,1,+241-156-590-706-794-732+
590-742,1,0,0,1,1,+740-390-590-742-700+
590-794,1,0,0,1,1,+892-590-794-732-033-853+
590-806,1,0,0,1,1,+740-405-590-806-002-820+
590-850,1,0,0,1,1,+151-740-760-220/892-590-850-032+
590-893,1,0,0,1,1,+740-892-590-893-001-615+
590-894,1,0,0,1,1,+892-590-894-140-545+
590-904,1,0,0,1,1,+740-407-590-904-220-032-803-060-920+
592-140,1,0,0,1,1,+400-592-140-003-900-692-003-700+
592-741,1,0,0,1,1,+592-741-060-920+
595-090,1,0,0,1,1,+705-032-595-090-175+
595-140,1,0,0,1,1,+595-140-640+
595-204,1,0,0,1,1,+740-752-001-595-204-920+
595-342,1,0,0,1,1,+016-002-595-342-632+
595-343,1,0,0,1,1,+595-343-615+
595-504,1,0,0,1,1,+740-760-070-255-832-240-002-595-504-803+
595-632,1,0,0,1,1,+595-632-740-550+
595-752,1,0,0,1,1,+138-001-595-752-455+
595-760,1,0,0,1,1,+001-820-595-760-706-635+
595-812,1,0,0,1,1,+409-032-845-033-705-231-806-002-595-812-125-717+
595-813,1,0,0,1,1,+820-595-813-541+
596-018,1,0,0,1,1,+820-302-596-018-125-381+
599-798,1,0,0,1,1,+065-599/798-706-928+
600-251,1,0,0,1,1,+004-492-015/600-251-073+
600-617,1,0,0,1,1,+390-600-617-002-190-125-632-032+
600-740,1,0,0,1,1,+600-740-060-920+
603-240,1,0,0,1,1,+740-603-240-060-692+
604-142,1,0,0,1,1,+740-604-142-002-518+
605-176,1,0,0,1,1,+740-338-605-176-001-820+
605-626,1,0,0,1,1,+250-605-626-060-820+
606-002,1,0,0,1,1,+861-111-606-002-820+
611-615,1,0,0,1,1,+740-585-017-002-611-615-703+
611-706,1,0,0,1,1,+740-611-706-002-820+
615-016,1,0,0,1,1,+615-016-435-255-400-136-140+
615-140,1,0,0,1,1,+590-615-140/232-240-001-060-920+
615-179,1,0,0,1,1,+494-615-179-100-001-033-426+
615-440,1,0,0,1,1,+617-243-741-615-440-220+
615-906,1,0,0,1,1,+484-140-002-220-627-615-906-388+
617-002,1,0,0,1,1,+390-600-617-002-190-125-632-032+
617-055,1,0,0,1,1,+400-150-617-055-001-150-243+
617-122,1,0,0,1,1,+617-122-003+
617-255,1,0,0,1,1,+690-319/617-255-140+
617-798,1,0,0,1,1,+617-798-003+
621-002,1,0,0,1,1,+740-416-621-002-820+
621-090,1,0,0,1,1,+621/090-740-231-740-560-534+
621-415,1,0,0,1,1,+520-220-621-415-002-257-898+
622-740,1,0,0,1,1,+622-740-717/368-861-820-551+
625-140,1,0,0,1,1,+031-625-140-220-415+
626-060,1,0,0,1,1,+250-605-626-060-820+
626-176,1,0,0,1,1,+740-626-176-033-705-233+
627-615,1,0,0,1,1,+484-140-002-220-627-615-906-388+
630-098,1,0,0,1,1,+740-630-098-368-824+
630-155,1,0,0,1,1,+740-630-155-002-679+
630-233,1,0,0,1,1,+204-630-233-832-904-794-630-235-060-550+
630-235,1,0,0,1,1,+204-630-233-832-904-794-630-235-060-550+
630-336,1,0,0,1,1,+511-630-336-827+
632-066,1,0,0,1,1,+817-220-632-066-740-760-026-060-257+
632-705,1,0,0,1,1,+215-031-480-140-632-705-002-093-033+
632-740,1,0,0,1,1,+595-632-740-550+
639-240,1,0,0,1,1,+740-639-240-002-435-255-777+
643-740,1,0,0,1,1,+871-740-643/740-798-463-350-002-374-575+
645-001,1,0,0,1,1,+286-645-001-368-817+
645-002,1,0,0,1,1,+898-017-645-002-817+
645-202,1,0,0,1,1,+645-202-001-820+
645-368,1,0,0,1,1,+700-033-900-645-368-817+
645-645,1,0,0,1,1,+031-645-645-031+
645-850,1,0,0,1,1,+798-821-031-645-850-820-388-611-820+
645-999,1,0,0,1,1,+645-999-645+
679-060,1,0,0,1,1,+679-060-550+
680-090,1,0,0,1,1,+740-680-090-585-017+
680-297,1,0,0,1,1,+680-297-741-910+
682-413,1,0,0,1,1,+682-413-840/740-061+
685-226,1,0,0,1,1,+865-685/226-032-741-390+
686-740,1,0,0,1,1,+405-845-686-740-793-003-233-805-002-861-533-717+
688-740,1,0,0,1,1,+688/740-100-240-233-002-861+
690-060,1,0,0,1,2,+740-690-060-550+
690-319,1,0,0,1,1,+690-319/617-255-140+
690-365,1,0,0,1,1,+690-365-817+
690-518,1,0,0,1,1,+690-518/090-740-176-742-060-920+
690-590,1,0,0,1,1,+690-590-032-220+
690-630,1,0,0,1,1,+740-690-630-240+
690-636,1,0,0,1,1,+740-690-636-240+
690-642,1,0,0,1,1,+740-690-642-240+
692-001,1,0,0,1,1,+920-440-692-001-542-250+
692-003,1,0,0,1,1,+400-592-140-003-900-692-003-700+
692-032,1,0,0,1,1,+350-001-740-362-692-032-002-861+
692-401,1,0,0,1,1,+255-060-692-401-920+
692-491,1,0,0,1,1,+740-100-692-491-002-817+
697-151,1,0,0,1,1,+390-697-151-740-176-798-838+
700-100,1,0,0,1,1,+032-700-100-001+
700-220,1,0,0,1,1,+700-220-004+
700-384,1,0,0,1,1,+875-700-384-125+
700-453,1,0,0,1,1,+850-700/453-064-001-856+
700-521,1,0,0,1,1,+700-521-702+
700-790,1,0,0,1,1,+390-700-790-032-063+
700-840,1,0,0,1,1,+700-840-032-741+
700-850,1,0,0,1,1,+033-700-850-002+
700-920,1,0,0,1,1,+090-326-700-920-125-001-055-920-140+
702-032,1,0,0,1,1,+390-128-702-032/226-032-013-480-850+
702-061,1,0,0,1,1,+740-702-061-002-817+
702-900,1,0,0,1,1,+740-100-240-741-702-900-003+
703-900,1,0,0,1,1,+740-176-001-741-703-900-003+
704-001,1,0,0,1,1,+390-704-001-820+
705-032,1,0,0,1,1,+705-032-595-090-175+
705-056,1,0,0,1,1,+575-705-056-031+
705-140,1,0,0,1,1,+740-255-705-140-003-002-861+
705-171,1,0,0,1,1,+740-705-171-360-064+
705-368,1,0,0,1,1,+167-705-368-005-741-060-920+
705-435,1,0,0,1,1,+590-705-435-255-778-002-817+
705-530,1,0,0,1,1,+740-390-590-231-002-705-530-904+
705-740,1,0,0,1,1,+159-097/520-033-705/740-717-220-415-806+
705-741,1,0,0,1,1,+740-255-705-741-412+
705-742,1,0,0,1,1,+740-760-705-742-060-920+
705-924,1,0,0,1,1,+851-740-705-924-156+
706-060,1,0,0,1,1,+520-033-706-060-220-004+
706-061,1,0,0,1,1,+740-798-706-061-060-550+
706-193,1,0,0,1,1,+920-706-193-384-032-920-140-902+
706-220,1,0,0,1,1,+520-033-706-220-415+
706-466,1,0,0,1,1,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
706-717,1,0,0,1,1,+384-575/892-706-717-002-861+
706-803,1,0,0,1,1,+740-585-017-033-706-803-002-220-455-920+
706-821,1,0,0,1,1,+368-501-706/821-001-480-850-595-391+
710-002,1,0,0,1,1,+367-390-710-002-861+
710-455,1,0,0,1,1,+710-455-220-032+
712-840,1,0,0,1,1,+712-840-400-740-440+
714-840,1,0,0,1,1,+740-714-840-799+
717-032,1,0,0,1,1,+717-032-521+
717-061,1,0,0,1,1,+390-717-061-002-368-634+
717-368,1,0,0,1,1,+622-740-717/368-861-820-551+
717-415,1,0,0,1,1,+740-717-415-790-900+
717-770,1,0,0,1,1,+090-740-717-770-235+
720-175,1,0,0,1,1,+416-001-740-720-175-002-861+
721-002,1,0,0,1,1,+740-721-002-301-350+
721-790,1,0,0,1,1,+390-721-790-002-861+
723-066,1,0,0,1,1,+723-066-828+
729-407,1,0,0,1,1,+740-729-407-845-236-002-906-125+
732-033,1,0,0,1,1,+892-590-794-732-033-853+
734-032,1,0,0,1,1,+740-794-734-032-235+
740-001,1,0,0,1,1,+740-740-001-550-467+
740-050,1,0,0,1,1,+740-050-705+
740-083,1,0,0,1,1,+740-083-235-240+
740-094,1,0,0,1,1,+740-094-220-032-002-144+
740-143,1,0,0,1,1,+740-143-067+
740-152,1,0,0,1,1,+400-740-152-240+
740-154,1,0,0,1,1,+740-154-017-060-130-035-171+
740-158,1,0,0,1,1,+740-158-806-467+
740-168,1,0,0,1,1,+390-503-740-168-002-817+
740-175,1,0,0,1,1,+740-175-415-033-001+
740-194,1,0,0,1,1,+817-740-194/740-760-001-741-390-032+
740-257,1,0,0,1,1,+790/740-100-415-740-257-840+
740-267,1,0,0,1,1,+740-267-811-832-060-692+
740-338,1,0,0,1,1,+740-338-605-176-001-820+
740-344,1,0,0,1,1,+740-344-032-545+
740-354,1,0,0,1,1,+740-354-002-817+
740-365,1,0,0,1,1,+740-365-278-061+
740-373,1,0,0,1,1,+740-373-031-002-315-850+
740-380,1,0,0,1,1,+740-380-235-002-817+
740-441,1,0,0,1,1,+740-441-002-820-033+
740-444,1,0,0,1,1,+832-904-740-444-388-233-798-806+
740-500,1,0,0,1,1,+390-060/740-500-091+
740-503,1,0,0,1,1,+740-503-235-233-002-817+
740-515,1,0,0,1,1,+740-515-126+
740-544,1,0,0,1,1,+740-544/353-741-455-920+
740-565,1,0,0,1,1,+740-565-233-002-940-260+
740-603,1,0,0,1,1,+740-603-240-060-692+
740-604,1,0,0,1,1,+740-604-142-002-518+
740-611,1,0,0,1,1,+740-611-706-002-820+
740-617,1,0,0,1,1,+740-617-550-061-435-093-740-100-415+
740-626,1,0,0,1,1,+740-626-176-033-705-233+
740-639,1,0,0,1,1,+740-639-240-002-435-255-777+
740-645,1,0,0,1,1,+740-645-003-741-070-255+
740-680,1,0,0,1,1,+740-680-090-585-017+
740-702,1,0,0,1,1,+740-702-061-002-817+
740-714,1,0,0,1,1,+740-714-840-799+
740-720,1,0,0,1,1,+416-001-740-720-175-002-861+
740-721,1,0,0,1,1,+740-721-002-301-350+
740-729,1,0,0,1,1,+740-729-407-845-236-002-906-125+
740-741,1,0,0,1,1,+032-031/850-032-530-740-741-456+
740-765,1,0,0,1,1,+740-765-240-001-368-920+
740-767,1,0,0,1,1,+400-740-767-220-416+
740-770,1,0,0,1,1,+740-770-235-002-817+
740-783,1,0,0,1,1,+740-783-004+
740-785,1,0,0,1,1,+740-785-004+
740-791,1,0,0,1,1,+032-031/740-791-713+
740-793,1,0,0,1,1,+405-845-686-740-793-003-233-805-002-861-533-717+
740-812,1,0,0,1,1,+740-812-033-240-220-032+
740-825,1,0,0,1,1,+740-825-002+
740-838,1,0,0,1,1,+740-838-741-390-900-140+
740-890,1,0,0,1,1,+740-890-692+
740-898,1,0,0,1,1,+400-740-898-617+
740-903,1,0,0,1,1,+740-903-850-033-706-235+
740-952,1,0,0,1,1,+740-760-240/740-952-740+
741-032,1,0,0,1,1,+741-032/031-046+
741-033,1,0,0,1,1,+740-384-090-351-741-033-272+
741-065,1,0,0,1,1,+820/090-740-176-741-065-123+
741-082,1,0,0,1,1,+234-803-741-082-350+
741-092,1,0,0,1,1,+621-740-798-838-741-092-850+
741-257,1,0,0,1,1,+740-384-031-950-001-741-257-840+
741-315,1,0,0,1,1,+595-820-100-415-741-315-850+
741-330,1,0,0,1,1,+151-390-590-741-330-368+
741-374,1,0,0,1,1,+090-095-741-374-132+
741-406,1,0,0,1,1,+740-406-590-741-406-125+
741-442,1,0,0,1,1,+391-741-442-279+
741-455,1,0,0,1,1,+740-544/353-741-455-920+
741-615,1,0,0,1,1,+617-243-741-615-440-220+
741-647,1,0,0,1,1,+740-067-741-647-892+
741-702,1,0,0,1,1,+740-100-240-741-702-900-003+
741-703,1,0,0,1,1,+740-176-001-741-703-900-003+
741-705,1,0,0,1,1,+740-861-877-741-705-319+
741-717,1,0,0,1,1,+400-741-717-235+
741-740,1,0,0,1,1,+740-760-234-741-740-590+
741-798,1,0,0,1,1,+520-090-803-564-741-798-892+
741-840,1,0,0,1,1,+858/740-100-585-741-840-346+
741-900,1,0,0,1,1,+292-352-125-741-900-322+
741-903,1,0,0,1,1,+520-033-705-235-240-741-903-903+
741-958,1,0,0,1,1,+520-070-220-032-240-838-741-958-220-278+
742-315,1,0,0,1,1,+740-760-264-231-742-315-032+
742-406,1,0,0,1,1,+742-406/740-482-235-001-480+
742-440,1,0,0,1,1,+742-440-556+
742-460,1,0,0,1,1,+740-455-235-798-742-460-353+
742-530,1,0,0,1,1,+740-760-001-240-742-530-786+
742-534,1,0,0,1,1,+090-740-220-742-534-550-090+
742-705,1,0,0,1,1,+226-491-742-705-575+
742-706,1,0,0,1,1,+740-798-463-350-742-706-032+
742-920,1,0,0,1,1,+406-371-220-415-803-742-920-320+
744-033,1,0,0,1,1,+390-840-233-240-744-033-272+
745-031,1,0,0,1,1,+740-840-013-745-031-370+
745-440,1,0,0,1,1,+232-740-176-745-440-617+
745-450,1,0,0,1,1,+740-482-803-745-450-575+
745-561,1,0,0,1,1,+407-004-001-745-561-586+
745-740,1,0,0,1,1,+740-482-055-240-235-745-740-590+
745-924,1,0,0,1,1,+740-798-745-924-692+
746-740,1,0,0,1,1,+407-005-001-746-740-590+
747-004,1,0,0,1,1,+747-004-408+
748-530,1,0,0,1,1,+748-530-323-316+
752-006,1,0,0,1,1,+740-752-006-503-236-806-002-031-502+
752-017,1,0,0,1,1,+740-752-017-503-240-235-806+
752-033,1,0,0,1,1,+740-407-590-031-752-033-705-220-415-798-002-861+
752-055,1,0,0,1,1,+740-752-055-233+
752-070,1,0,0,1,1,+740-752-070-255-832+
752-175,1,0,0,1,1,+740-752-175-002-861+
752-231,1,0,0,1,1,+158-806-468-740-752-231-235+
752-440,1,0,0,1,1,+740-752-440-220-032-798+
752-460,1,0,0,1,1,+740-752-460-510+
752-463,1,0,0,1,1,+740-752-463-495-240-415+
752-615,1,0,0,1,1,+740-752-615-503+
760-002,1,0,0,1,1,+740-760-002-817+
760-019,1,0,0,1,1,+740-760-019-002-817+
760-026,1,0,0,1,1,+817-220-632-066-740-760-026-060-257+
760-031,1,0,0,1,1,+760-031-002-861-791-440-717+
760-036,1,0,0,1,1,+740-760-036-220-415-798-002-861+
760-049,1,0,0,1,1,+740-760-049-002-817+
760-061,1,0,0,1,1,+740-760-061-060-692+
760-072,1,0,0,1,1,+740-760-072-921-032-002-820+
760-093,1,0,0,1,1,+740-760-093-002-252-575+
760-234,1,0,0,1,1,+740-760-234-741-740-590+
760-260,1,0,0,1,1,+740-760-260/220-255-220-063-315+
760-264,1,0,0,1,1,+740-760-264-231-742-315-032+
760-435,1,0,0,1,1,+400-740-760-435-690+
760-519,1,0,0,1,1,+740-760-519-240-002-861+
760-717,1,0,0,1,1,+090-740-760-717-853+
760-740,1,0,0,1,1,+400-760-740-220-416+
760-820,1,0,0,1,1,+740-760-820-368-263+
760-921,1,0,0,1,1,+740-760-921-235-002-112+
761-032,1,0,0,1,1,+298-350-761-032-060-572+
762-463,1,0,0,1,1,+307-002-762-463-140+
765-240,1,0,0,1,1,+740-765-240-001-368-920+
767-220,1,0,0,1,1,+400-740-767-220-416+
772-033,1,0,0,1,1,+740-772-033-705-233-803-002-861+
773-060,1,0,0,1,1,+740-773-060-820+
773-156,1,0,0,1,1,+740-773-156-002-820+
773-220,1,0,0,1,1,+740-773-220-032+
773-231,1,0,0,1,1,+740-773-231-806-002-861+
773-233,1,0,0,1,1,+740-773-233-803-002-320-705-125+
776-220,1,0,0,1,1,+390-095-909-005-825-776-220-016+
776-440,1,0,0,1,1,+776-440-003-421+
776-503,1,0,0,1,1,+740-776-503-002-817+
778-002,1,0,0,1,1,+590-705-435-255-778-002-817+
785-220,1,0,0,1,1,+871-947/400-740-543-350-895-785-220-335+
790-002,1,0,0,1,1,+390-721-790-002-861+
790-005,1,0,0,1,1,+790-005-956+
790-031,1,0,0,1,1,+151-790-031-790-495+
790-220,1,0,0,1,1,+740-900-790-220-415-798-806+
790-290,1,0,0,1,1,+002-790-290-741+
790-743,1,0,0,1,1,+790-743-140+
791-440,1,0,0,1,1,+760-031-002-861-791-440-717+
791-575,1,0,0,1,1,+791-575-413/740-222-176-060-920+
792-002,1,0,0,1,1,+090-740-792-002-817+
792-740,1,0,0,1,1,+090-740-792-740-220-003-803+
792-741,1,0,0,1,1,+740-269-792-741-345+
793-003,1,0,0,1,1,+405-845-686-740-793-003-233-805-002-861-533-717+
794-734,1,0,0,1,1,+740-794-734-032-235+
795-400,1,0,0,1,1,+795-400-740+
798-405,1,0,0,1,1,+740-798-405-590-033-706-806+
798-435,1,0,0,1,1,+740-400-142-061-002-798-435-255-705+
798-550,1,0,0,1,1,+413-820-220-065-798-550-820+
798-745,1,0,0,1,1,+740-798-745-924-692+
798-821,1,0,0,1,1,+798-821-031-645-850-820-388-611-820+
803-001,1,0,0,1,1,+520-235-803-001-368-861+
803-033,1,0,0,1,1,+151-233-803-033-705-240+
803-055,1,0,0,1,1,+520-033-705-220-803-055-002-820+
803-231,1,0,0,1,1,+740-803-231-060-692+
803-564,1,0,0,1,1,+520-090-803-564-741-798-892+
803-626,1,0,0,1,1,+740-483-803-626-061+
803-717,1,0,0,1,1,+226-803-717-002-764+
803-745,1,0,0,1,1,+740-482-803-745-450-575+
803-892,1,0,0,1,1,+740-803-892-031-002-861+
804-220,1,0,0,1,1,+930/804-220-060-550+
804-231,1,0,0,1,1,+804-231-002-861+
804-235,1,0,0,1,1,+804-235-002-817+
804-740,1,0,0,1,1,+804-740-219+
805-002,1,0,0,1,1,+405-845-686-740-793-003-233-805-002-861-533-717+
806-033,1,0,0,1,1,+740-900-003-806-033-705-235-055+
806-231,1,0,0,1,1,+806-231-002-221+
806-235,1,0,0,1,1,+740-405-590-032-900-003-806-235-220-032-002-690-921+
806-240,1,0,0,1,1,+740-806-240-002-820+
806-469,1,0,0,1,1,+154-806-469-001-740-877-032+
806-471,1,0,0,1,1,+154-806-471-407-845-740-233-231-798+
806-474,1,0,0,1,1,+154-806-474-013-820+
807-033,1,0,0,1,1,+740-388-807-033-706-233-235-168-032+
807-740,1,0,0,1,1,+400-807-740-219+
808-347,1,0,0,1,1,+808-347-061+
809-033,1,0,0,1,1,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
811-832,1,0,0,1,1,+740-267-811-832-060-692+
812-125,1,0,0,1,1,+409-032-845-033-705-231-806-002-595-812-125-717+
812-500,1,0,0,1,1,+812-500-060-920+
812-820,1,0,0,1,1,+679-740-220-415-001-820-812-820-140-820+
812-906,1,0,0,1,1,+527-550-240-220-255-812-906-388+
813-033,1,0,0,1,1,+215-001-480-306-813-033-060-413-346-706+
817-090,1,0,0,1,1,+740-585-017-740-240-002-817-090-370+
817-220,1,0,0,1,1,+817-220-632-066-740-760-026-060-257+
817-310,1,0,0,1,1,+129-817-310-350-128-857-003-388+
817-521,1,0,0,1,1,+817-521-521/090-740-221-002-031-500+
817-690,1,0,0,1,1,+861-260-832-390-590-002-817-690-544+
817-740,1,0,0,1,1,+817-740-194/740-760-001-741-390-032+
817-900,1,0,0,1,1,+817-900-241-368-260+
817-920,1,0,0,1,1,+408-817-920-002-861+
820-001,1,0,0,1,1,+520-382-032-002-820-001-440-012+
820-002,1,0,0,1,1,+294-350-595-820-002-820+
820-003,1,0,0,1,1,+820-003-645+
820-064,1,0,0,1,1,+820-064-104+
820-090,1,0,0,1,1,+820/090-740-176-741-065-123+
820-104,1,0,0,1,1,+031-820-104-013-817+
820-130,1,0,0,1,1,+820-130-035-171+
820-297,1,0,0,1,1,+820-297-861+
820-302,1,0,0,1,1,+820-302-596-018-125-381+
820-368,1,0,0,1,1,+740-760-820-368-263+
820-388,1,0,0,1,1,+798-821-031-645-850-820-388-611-820+
820-463,1,0,0,1,1,+390-820-463-060-368-920+
820-500,1,0,0,1,1,+151-062-820-500-706+
820-812,1,0,0,1,1,+679-740-220-415-001-820-812-820-140-820+
820-880,1,0,0,1,1,+820-880-065-244+
820-920,1,0,0,1,1,+400-595-420-125-032-820-920-140+
821-031,1,0,0,1,1,+798-821-031-645-850-820-388-611-820+
821-055,1,0,0,1,1,+368-821-055-031-002-031-892+
821-741,1,0,0,1,1,+740-821-741-060-920+
822-140,1,0,0,1,1,+822-140-015+
824-032,1,0,0,1,1,+824-032-578-415+
824-892,1,0,0,1,2,+824-892-413+
825-646,1,0,0,1,1,+850-825-646-604+
825-776,1,0,0,1,1,+390-095-909-005-825-776-220-016+
830-002,1,0,0,1,1,+368-840-830-002-861+
831-013,1,0,0,1,1,+617-831-013-302-840-032+
831-031,1,0,0,1,1,+055-099-121-055-831-031-071+
831-413,1,0,0,1,1,+831-413-840-091+
832-001,1,0,0,1,1,+832-001-740-176+
832-006,1,0,0,1,1,+832/006-740/090+
832-060,1,0,0,1,1,+740-267-811-832-060-692+
832-140,1,0,0,1,1,+832-140-013-547+
832-220,1,0,0,1,1,+520-070-255-832-220-003-853+
832-236,1,0,0,1,1,+033-832-236-741-361+
832-240,1,0,0,1,1,+740-760-070-255-832-240-002-595-504-803+
