"cisi","lipi_id","site","type","symbol","material","lipi_complete","direction","text","token_count","control_class","control_position_index0","prev_token","focus_token","next_token","y_after_002","availability_tier","local_image_hit_count","source_panel_graph_count","mayig_overlap_count","same_site_as_source_visible","same_type_as_source_visible","same_symbol_as_source_visible","target_length_bucket_match","match_score","local_image_paths_first5","source_panel_graph_labels","mayig_paths"
"H-865","1748.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-866","1749.1","Harappa","TAB:B","Bull1:U","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-867","1750.1","Harappa","TAB:B","Bull1:U","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-868","1751.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-869","1752.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-870","1753.1","Harappa","TAB:B","Bull1:I","-","Y","R/L","+520-240-002-405-501+","5","negative_002_y_prev_not_032","2","240","002","405","405","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"H-887","1769.1","Harappa","TAB:I","None","-","Y","R/L","+002-817+","2","negative_002_y_prev_not_032","0","","002","817","817","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"H-975","1852.2","Harappa","TAB:I","-","Steatite","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"K-10","1885.1","Kalibangan","SEAL:S","Bull1:I","Steatite","Y","R/L","+740-690-435-255-002-368-861-590-032-368+","10","negative_002_y_prev_not_032","4","255","002","368","368","metadata_only","0","0","0","no","yes","no","yes","5","","",""
"K-23","1897.1","Kalibangan","SEAL:S","Bull1:I","Steatite","Y","R/L","+740-441-002-820-033+","5","negative_002_y_prev_not_032","2","441","002","820","820","metadata_only","0","0","0","no","yes","no","yes","5","","",""
"K-28","1902.1","Kalibangan","SEAL:S","Gaur","Steatite","Y","R/L","+440-411-740-335-002-285-491+","7","negative_002_y_prev_not_032","4","335","002","285","285","metadata_only","0","0","0","no","yes","no","yes","5","","",""
"K-40","1908.1","Kalibangan","SEAL:S","Elep","Steatite","Y","R/L","+760-031-002-861-791-440-717+","7","negative_002_y_prev_not_032","2","031","002","861","861","metadata_only","0","0","0","no","yes","no","yes","5","","",""
"L-101","2053.1","Lothal","MISC","None","Clay","Y","R/L","+390-700-790-032-063+","5","negative_032_next_not_002","3","790","032","063","","metadata_only","0","0","0","no","no","yes","yes","5","","",""
"L-11","1990.1","Lothal","SEAL:S","Bull1:L","Steatite","Y","R/L","+590-705-435-255-778-002-817+","7","negative_002_y_prev_not_032","5","778","002","817","817","metadata_only","0","0","0","no","yes","no","yes","5","","",""
"L-219","2135.1","Lothal","TAG","Bull1","Clay","Y","R/L","+233-226-032-001-223-575+","6","negative_032_next_not_002","2","226","032","001","","metadata_only","0","0","0","no","no","yes","yes","5","","",""
"L-41","2013.1","Lothal","SEAL:S","Bull","Clay","Y","R/L","+090-740-233-002-817+","5","negative_002_y_prev_not_032","3","233","002","817","817","metadata_only","0","0","0","no","yes","no","yes","5","","",""
"L-46","2017.1","Lothal","SEAL:S","Gaur","Steatite","Y","R/L","+527-388-233-740-176-002-861-392+","8","negative_002_y_prev_not_032","5","176","002","861","861","metadata_only","0","0","0","no","yes","no","yes","5","","",""
"L-82","2036.1","Lothal","SEAL:R","None","Steatite","Y","R/L","+806-231-002-221+","4","negative_002_y_prev_not_032","2","231","002","221","221","metadata_only","0","0","0","no","yes","yes","no","5","","",""
"Lh-1","1981.1","Lohumjo-daro","SEAL:S","Bull1:S","-","Y","R/L","+740-760-615-104-717-235-002-392-590-125+","10","negative_002_y_prev_not_032","6","235","002","392","392","metadata_only","0","0","0","no","yes","no","yes","5","","",""
"M-1371","3670.1","Mohenjo-daro","POT:T:s","None","Clay","Y","R/L","+527-550-002-370+","4","negative_002_y_prev_not_032","2","550","002","370","370","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"M-1381","3677.1","Mohenjo-daro","POT:T:s","None","Clay","Y","R/L","+527-550-002-370+","4","negative_002_y_prev_not_032","2","550","002","370","370","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"M-1532","3782.1","Mohenjo-daro","TAB:C","Othr","Copper","Y","R/L","+407-004-002-365-460-495+","6","negative_002_y_prev_not_032","2","004","002","365","365","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"M-1569","3798.1","Mohenjo-daro","TAB:C","-","Copper","Y","R/L","+904-032-904+","3","negative_032_next_not_002","1","904","032","904","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"M-2014","2432.1","Mohenjo-daro","TAB:B","Mult","Clay","Y","R/L","+740-032-840-220+","4","negative_032_next_not_002","1","740","032","840","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"M-2060","2165.2","Mohenjo-daro","POT:T:g","None","Clay","Y","L/R","+740-176-002-861+","4","negative_002_y_prev_not_032","2","176","002","861","861","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"M-2089","2318.1","Mohenjo-daro","ROD","None","Ivory","Y","L/R","+002-861-096+","3","negative_002_y_prev_not_032","0","","002","861","861","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"M-2128","4047.1","Mohenjo-daro","IMPL","None","Gold","Y","R/L","+041-705-002-905+","4","negative_002_y_prev_not_032","2","705","002","905","905","metadata_only","0","0","0","yes","no","yes","no","5","","",""
"M-437","2929.1","Mohenjo-daro","TAG:P","Zebu","Clay","Y","R/L","+740-390-590-002-820+","5","negative_002_y_prev_not_032","3","590","002","820","820","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"M-453","2938.1","Mohenjo-daro","TAB:B","Scene","Faience","Y","R/L","+740-032-840-220-002-861+","6","negative_002_y_prev_not_032","4","220","002","861","861","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"M-490","2972.1","Mohenjo-daro","TAB:B","Scene","Clay","Y","R/L","+850-140-803-002-840-016+","6","negative_002_y_prev_not_032","3","803","002","840","840","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"M-491","2973.1","Mohenjo-daro","TAB:B","Scene","Clay","Y","R/L","+850-140-803-002-840-016+","6","negative_002_y_prev_not_032","3","803","002","840","840","metadata_only","0","0","0","yes","no","no","yes","5","","",""
"M-523","2998.1","Mohenjo-daro","TAB:C","Gaur","Copper","Y","R/L","+407-071-032+","3","negative_032_next_not_002","2","071","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"M-524","2999.1","Mohenjo-daro","TAB:C","Gaur","Copper","Y","R/L","+407-071-032+","3","negative_032_next_not_002","2","071","032","","","metadata_only","0","0","0","yes","no","no","no","5","","",""
"Ns-54","5356.1","Nausharo","SEAL:S","Bull1:J","Steatite","Y","R/L","+740-222-002-817+","4","negative_002_y_prev_not_032","2","222","002","817","817","metadata_only","0","0","0","no","yes","yes","no","5","","",""
"Ns-55","5357.1","Nausharo","SEAL:S","Bull1:J","Steatite","Y","R/L","+526-554-002-880+","4","negative_002_y_prev_not_032","2","554","002","880","880","metadata_only","0","0","0","no","yes","yes","no","5","","",""
"Ns-57","5358.1","Nausharo","SEAL:S","Bull1:I","Steatite","Y","R/L","+861-111-606-002-820+","5","negative_002_y_prev_not_032","3","606","002","820","820","metadata_only","0","0","0","no","yes","no","yes","5","","",""
"Ns-58","5359.1","Nausharo","SEAL:S","Gaur","Steatite","Y","R/L","+740-760-032+","3","negative_032_next_not_002","2","760","032","","","metadata_only","0","0","0","no","yes","no","no","5","","",""
"Ns-60","5361.1","Nausharo","SEAL:R","None","Steatite","Y","R/L","+407-063-740-176-236-798-002-297-350-125-413+","11","negative_002_y_prev_not_032","6","798","002","297","297","metadata_only","0","0","0","no","yes","yes","no","5","","",""
"Ns-7","3855.1","Nausharo","SEAL:S","Bull1:J","Steatite","Y","R/L","+390-003-002-820+","4","negative_002_y_prev_not_032","2","003","002","820","820","metadata_only","0","0","0","no","yes","yes","no","5","","",""
"?-6","3895.1","Unknown","TAB:B","None","-","Y","R/L","+740-702-061-002-817+","5","negative_002_y_prev_not_032","3","061","002","817","817","metadata_only","0","0","0","no","no","yes","yes","4","","",""
"?-6","3895.2","Unknown","TAB:B","None","-","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","no","no","yes","no","4","","",""
"B-15","36.1","Banawali","SEAL:S","Rhin","Steatite","Y","R/L","+002-817+","2","negative_002_y_prev_not_032","0","","002","817","817","metadata_only","0","0","0","no","yes","no","no","4","","",""
"B-17","37.1","Banawali","SEAL:S","Htgr","Steatite","Y","R/L","+236-002-308-072+","4","negative_002_y_prev_not_032","1","236","002","308","308","metadata_only","0","0","0","no","yes","no","no","4","","",""
"B-5","30.1","Banawali","SEAL:S","Bull3","-","Y","R/L","+002-817+","2","negative_002_y_prev_not_032","0","","002","817","817","metadata_only","0","0","0","no","yes","no","no","4","","",""
"B-7","31.1","Banawali","SEAL:S","Buff","Steatite","Y","R/L","+002-817+","2","negative_002_y_prev_not_032","0","","002","817","817","metadata_only","0","0","0","no","yes","no","no","4","","",""
"H-1785","789.1","Harappa","TAB:B","Phyt","Faience","Y","R/L","+407-004-002-861+","4","negative_002_y_prev_not_032","2","004","002","861","861","metadata_only","0","0","0","yes","no","no","no","4","","",""
"H-1942","409.2","Harappa","TAB:B","Bult","Faience","Y","R/L","+405-035-002-861+","4","negative_002_y_prev_not_032","2","035","002","861","861","metadata_only","0","0","0","yes","no","no","no","4","","",""
"H-2003","401.1","Harappa","TAB:B","Mult","Clay","Y","R/L","+390-004-002-817+","4","negative_002_y_prev_not_032","2","004","002","817","817","metadata_only","0","0","0","yes","no","no","no","4","","",""
"H-702","1607.1","Harappa","TAB:B","Mult","Faience","Y","L/R","+137-002-820+","3","negative_002_y_prev_not_032","1","137","002","820","820","metadata_only","0","0","0","yes","no","no","no","4","","",""
"H-719","1622.1","Harappa","TAB:B","Phyt","Faience","Y","R/L","+405-004-002-861+","4","negative_002_y_prev_not_032","2","004","002","861","861","metadata_only","0","0","0","yes","no","no","no","4","","",""
"K-156","5281.1","Kalibangan","TAG","Bull1","Terracotta","Y","R/L","+892-890-417-002-056-091+","6","negative_002_y_prev_not_032","3","417","002","056","056","metadata_only","0","0","0","no","no","yes","yes","4","","",""
"K-27","1901.1","Kalibangan","SEAL:S","Bull2","Steatite","Y","R/L","+002-817+","2","negative_002_y_prev_not_032","0","","002","817","817","metadata_only","0","0","0","no","yes","no","no","4","","",""
"K-33","1906.1","Kalibangan","SEAL:S","Buff","Steatite","Y","R/L","+226-002-861+","3","negative_002_y_prev_not_032","1","226","002","861","861","metadata_only","0","0","0","no","yes","no","no","4","","",""
"K-68","1926.2","Kalibangan","TAB:B","Bull1","Faience","Y","R/L","+700-032+","2","negative_032_next_not_002","1","700","032","","","metadata_only","0","0","0","no","no","yes","no","4","","",""
"K-69","1927.1","Kalibangan","TAG","Bull1","Terracotta","Y","R/L","+892-890-417-002-056-091+","6","negative_002_y_prev_not_032","3","417","002","056","056","metadata_only","0","0","0","no","no","yes","yes","4","","",""
"K-70","1928.1","Kalibangan","TAG","Bull1","Terracotta","Y","R/L","+892-890-417-002-056-091+","6","negative_002_y_prev_not_032","3","417","002","056","056","metadata_only","0","0","0","no","no","yes","yes","4","","",""
"K-71","1929.1","Kalibangan","TAG","None","Terracotta","Y","R/L","+892-890-417-002-056-091+","6","negative_002_y_prev_not_032","3","417","002","056","056","metadata_only","0","0","0","no","no","yes","yes","4","","",""
"K-72","1930.1","Kalibangan","TAG","Bull1","Terracotta","Y","R/L","+892-890-417-002-056-091+","6","negative_002_y_prev_not_032","3","417","002","056","056","metadata_only","0","0","0","no","no","yes","yes","4","","",""
"K-73","1931.1","Kalibangan","TAG","Bull1","Terracotta","Y","R/L","+892-890-417-002-056-091+","6","negative_002_y_prev_not_032","3","417","002","056","056","metadata_only","0","0","0","no","no","yes","yes","4","","",""
"K-74","1932.1","Kalibangan","TAG","Bull1","Terracotta","Y","R/L","+892-890-417-002-056-091+","6","negative_002_y_prev_not_032","3","417","002","056","056","metadata_only","0","0","0","no","no","yes","yes","4","","",""
"K-75","1933.1","Kalibangan","TAG","Bull1","Terracotta","Y","R/L","+892-890-417-002-056-091+","6","negative_002_y_prev_not_032","3","417","002","056","056","metadata_only","0","0","0","no","no","yes","yes","4","","",""
"K-89","1944.1","Kalibangan","TAG:L","Bull1","-","Y","R/L","+090-740-362-002-360-832+","6","negative_002_y_prev_not_032","3","362","002","360","360","metadata_only","0","0","0","no","no","yes","yes","4","","",""
"L-18","1996.1","Lothal","SEAL:S","Bull1:S","Steatite","Y","R/L","+415-031-002-820+","4","negative_002_y_prev_not_032","2","031","002","820","820","metadata_only","0","0","0","no","yes","no","no","4","","",""
"L-57","2024.1","Lothal","SEAL:S","-","-","Y","L/R","+832-002-861+","3","negative_002_y_prev_not_032","1","832","002","861","861","metadata_only","0","0","0","no","yes","no","no","4","","",""
"L-83","2037.1","Lothal","SEAL:L","None","Agate","Y","R/L","+740-806-240-002-820+","5","negative_002_y_prev_not_032","3","240","002","820","820","metadata_only","0","0","0","no","no","yes","yes","4","","",""
"L-84","2038.1","Lothal","SEAL:R","-","-","Y","R/L","+048-002-817+","3","negative_002_y_prev_not_032","1","048","002","817","817","metadata_only","0","0","0","no","yes","no","no","4","","",""
"M-1961","2528.1","Mohenjo-daro","SEAL","-","Steatite","Y","R/L","+406-072-002-817+","4","negative_002_y_prev_not_032","2","072","002","817","817","metadata_only","0","0","0","yes","no","no","no","4","","",""
"Rgr-3","3868.1","Rakhigarhi","TAG:W","Bull1","-","Y","R/L","+130-032-820+","3","negative_032_next_not_002","1","130","032","820","","metadata_only","0","0","0","no","no","yes","no","4","","",""
"Rgr-3","3868.2","Rakhigarhi","TAG:W","Bull1","-","Y","R/L","+130-032-820+","3","negative_032_next_not_002","1","130","032","820","","metadata_only","0","0","0","no","no","yes","no","4","","",""
"?-5","3894.1","Unknown","TAB:B","None","-","Y","R/L","+555-233-002-820+","4","negative_002_y_prev_not_032","2","233","002","820","820","metadata_only","0","0","0","no","no","yes","no","3","","",""
"K-78","1935.1","Kalibangan","TAB:B","Gavi","Terracotta","Y","R/L","+740-817-390-002-820+","5","negative_002_y_prev_not_032","3","390","002","820","820","metadata_only","0","0","0","no","no","no","yes","3","","",""
"K-82","1938.1","Kalibangan","TAG:L","Bull1","-","Y","R/L","+390-003-002-861+","4","negative_002_y_prev_not_032","2","003","002","861","861","metadata_only","0","0","0","no","no","yes","no","3","","",""
"L-130","2073.1","Lothal","TAG","Bull1","Clay","Y","R/L","+236-002-861+","3","negative_002_y_prev_not_032","1","236","002","861","861","metadata_only","0","0","0","no","no","yes","no","3","","",""
"L-134","2077.1","Lothal","TAG","-","Clay","Y","R/L","+520-233-220-240-002-617+","6","negative_002_y_prev_not_032","4","240","002","617","617","metadata_only","0","0","0","no","no","no","yes","3","","",""
"L-145","2087.1","Lothal","TAG","Bull1","-","Y","R/L","+390-415-002-550+","4","negative_002_y_prev_not_032","2","415","002","550","550","metadata_only","0","0","0","no","no","yes","no","3","","",""
"L-207","2126.1","Lothal","TAG","Bull1","Clay","Y","R/L","+740-482-002-820+","4","negative_002_y_prev_not_032","2","482","002","820","820","metadata_only","0","0","0","no","no","yes","no","3","","",""
"K-85","1940.1","Kalibangan","TAG:L","Elep","-","Y","R/L","+520-033-002-861+","4","negative_002_y_prev_not_032","2","033","002","861","861","metadata_only","0","0","0","no","no","no","no","2","","",""
"L-131","2074.1","Lothal","TAG","-","Clay","Y","R/L","+236-002-861+","3","negative_002_y_prev_not_032","1","236","002","861","861","metadata_only","0","0","0","no","no","no","no","2","","",""
"L-161","2093.1","Lothal","TAG:B","Elep","Clay","Y","R/L","+740-048-002-817+","4","negative_002_y_prev_not_032","2","048","002","817","817","metadata_only","0","0","0","no","no","no","no","2","","",""
"L-162","2094.1","Lothal","TAG:B","Elep","Clay","Y","R/L","+740-048-002-817+","4","negative_002_y_prev_not_032","2","048","002","817","817","metadata_only","0","0","0","no","no","no","no","2","","",""
"L-163","2095.1","Lothal","TAG:B","Elep","Clay","Y","R/L","+740-048-002-817+","4","negative_002_y_prev_not_032","2","048","002","817","817","metadata_only","0","0","0","no","no","no","no","2","","",""
"L-164","2096.1","Lothal","TAG:B","Elep","Clay","Y","R/L","+740-048-002-817+","4","negative_002_y_prev_not_032","2","048","002","817","817","metadata_only","0","0","0","no","no","no","no","2","","",""
